DEAL_ID,FROM_CURRENCY,TO_CURRENCY,TIMESTAMP,AMOUNT
ehffwtkz-0072-8d13-a54b-65913p78omwr,TND,JPY,2021-08-28 20:43:49,85.68
ccprumys-6007-2s16-w79t-96350j37ncdq,CNY,IDR,2022-04-04 11:22:05,81.81
mjzyufdw-0890-1a49-z64z-42569y99ypjj,BDT,RUB,2021-11-23 10:21:55,41.48
jfauqxur-5562-8s38-u99y-37435d41xmrd,IRR,IDR,2021-09-15 23:16:07,70.89
jutknhxy-0973-4o42-z40a-75486k00qnsw,CNY,RUB,2021-11-17 21:56:21,70.09
ffgwthdq-4689-3n38-k66h-38219m94buax,EUR,CNY,2021-07-25 08:35:08,82.35
aabbfoto-1931-9t62-i42c-20220j51ahlx,RUB,IDR,2021-08-16 18:41:12,76.4
zwhpowji-3220-1p64-y36m-21188q94idzt,CNY,SEK,2022-05-28 21:31:09,62.14
ftavjzer-5843-0v22-l88s-31799k46rxvb,CNY,CNY,2022-03-17 13:18:39,44.53
ombfrwjp-9405-0b86-i74q-35948f98azle,IRR,USD,2021-08-07 08:40:04,6.73
alklckfn-6101-4a49-g87x-04675o16fbrz,EUR,UAH,2021-10-03 12:58:51,31.88
bsnqaxpi-0504-1b97-r53i-20515p82ypxx,EUR,PLN,2021-07-14 15:41:02,3.71
oabeskgd-7007-3o62-p12v-24652h81kvuu,BOB,ZWL,2022-06-25 07:54:31,58.27
gpmuvczj-8281-9p86-x68w-29808b32taix,CNY,UAH,2022-03-30 18:10:26,16.13
eoeipzdz-5152-6g11-i06j-45952t08ykbj,USD,UGX,2022-05-19 14:11:41,4.52
hplkuaos-0840-3b67-p42s-64071j16sfei,UZS,CZK,2021-12-14 04:31:15,9.58
zmmdndif-5449-5k23-q17h-14784t57mhne,PHP,CNY,2022-01-14 12:28:55,41.88
ysvvziot-1743-4c09-q23n-82754y57tegi,CNY,PEN,2021-08-04 15:12:23,4.34
ugfdujpb-8335-1n62-e43i-38468u32whzs,EUR,BAM,2021-08-10 20:21:16,2.91
eyesdfpr-8217-3r67-c57w-43409p57ftfg,RUB,IDR,2021-12-11 12:05:10,33.03
untuulmn-6370-1z26-c19n-76344t80iwwj,IDR,YER,2022-05-11 10:45:39,82.53
qamrzhey-8570-2s03-r68o-20232m99mmrg,CNY,EUR,2022-04-08 09:11:59,1.49
dsqktoqs-4489-9g75-p54p-81581y21vjdd,MXN,CNY,2021-08-21 01:56:32,19.4
ljyhyxba-0452-0p08-t82c-82608d88hcxw,IDR,EUR,2021-10-19 14:19:52,70.1
phcsddcq-7347-5b04-j93j-72974g35rsze,USD,ARS,2022-04-02 21:22:50,15.34
cuyfcnzo-7998-1l61-g89d-00672x26pdao,CNY,RUB,2021-07-26 17:27:32,14.7
zcrmuzsc-8369-8a19-n22p-49182f41dxvh,EUR,EUR,2021-12-20 06:19:36,93.38
tzluqfqo-0422-8e22-i16c-86649l27upno,NOK,EUR,2021-11-02 03:48:04,49.06
fhirgudr-1554-4q25-v85n-77605m61ajzj,IDR,EUR,2022-05-29 17:11:32,78.81
piijqazk-9062-9a68-y92h-52014x00cdrw,PEN,PHP,2021-08-06 15:18:33,30.58
ydktufuh-0856-8z60-q30i-28962h61syat,RUB,BRL,2022-06-07 23:03:40,34.19
mxbuhibu-3389-7u52-s38n-44244g35kgys,CNY,MNT,2022-07-07 15:03:50,63.83
eznpalut-3095-3p09-k35s-52965e07jgax,NGN,CNY,2021-10-12 08:58:32,47.3
qthiixaj-3045-6k03-m71h-72168r21umgr,JPY,CNY,2022-01-02 03:35:57,73.85
uojofmai-6210-7s29-k89d-31662w23atfs,BRL,EUR,2021-11-16 15:48:44,97.45
ghaqpawf-2311-1y96-y18i-72309x93drfo,UAH,PKR,2022-06-06 09:47:01,45.65
higgddqd-0461-4t21-l45z-66248p51vkut,BRL,BRL,2021-07-21 08:56:36,71.43
xjxltban-0020-7s43-w95n-14174n71ypiy,ZAR,MKD,2022-06-16 15:32:41,93.84
tvzyhezc-8871-4s88-k34u-98672l26ripn,PKR,NOK,2022-06-15 03:15:30,92.1
qmzsjhpq-7297-9o74-d12a-88189f84rqkp,NGN,CNY,2022-05-17 00:12:01,4.6
xpfqorgg-2094-8d52-e35y-00540x37reqe,CNY,RUB,2021-07-19 06:33:06,39.04
ktuwokqs-2921-0v20-q42r-32740w31fyoe,SEK,SEK,2021-12-13 14:20:15,35.63
dfnqfnuf-3873-6e27-j19l-19792i15stox,ILS,RUB,2022-04-28 23:17:41,96.17
jmcfyvub-5242-6c82-u66y-49407b07spvm,THB,EUR,2021-08-20 11:22:50,22.15
liwgcgqd-7374-7n88-i66k-85385m79glss,SEK,EUR,2021-07-12 00:45:32,4.27
aztitouu-3431-8j16-i73t-72897y82pexy,RUB,VEF,2021-11-02 22:59:14,4.74
jvacozap-5028-7f57-z63w-37246x30fltn,UAH,CNY,2022-01-27 20:09:18,75.24
kofnmuis-1390-6k78-b64x-94297q80zfef,CNY,IDR,2022-04-14 11:17:00,4.92
sfgowckh-9095-5o47-s23d-59756i71duut,IDR,NIO,2021-12-30 19:32:22,7.57
jygzuafu-4173-3k31-h63g-27469j93eilv,EUR,VND,2021-10-01 04:02:53,39.24
hqqnmqvs-9818-7r08-b55r-38249a78vznl,CNY,CNY,2022-01-12 17:56:08,83.13
urzujwor-9602-2f65-x20f-58443o46bzlo,EUR,RUB,2022-02-04 20:51:32,37.94
xcmaaxrs-4761-4i49-r39p-43676a90xctg,PHP,IRR,2022-05-22 11:17:12,84.43
sjdpthzs-6152-7o66-m91i-53254z36vski,IDR,NGN,2021-12-24 18:51:54,63.0
ezdnkfqy-8444-7s85-o90s-95378i50vwzg,CLP,LKR,2022-05-20 02:10:19,21.46
lsqouqup-9182-2w71-d00l-75529z73eahe,PLN,PHP,2021-08-19 05:06:30,54.01
wkegnuoz-9852-0g82-k44x-81121b85yuke,CNY,LRD,2022-05-03 15:14:35,4.29
ffhfbijr-7816-6y49-u53n-99563b43qufa,CNY,RUB,2021-11-10 18:59:15,62.17
xjmjtvib-0904-3w71-x52d-04275q92hlwh,EUR,KES,2022-07-07 04:34:37,18.43
dgxdjffe-9485-3q28-u08d-47285v45mxjx,SEK,CZK,2022-02-18 18:44:34,84.53
ozhyjosm-2436-4p74-c77f-69658t89njtd,XAF,CNY,2022-01-11 22:53:05,81.02
oyzjrslz-0024-7f10-o02u-08423m59xtfp,IDR,NIO,2022-06-09 19:48:14,35.28
ljhegyii-9267-5o84-k41n-44461n68hjcl,BRL,SEK,2021-08-11 12:00:03,45.97
lngepees-9776-3q72-a09p-05157k83zgqu,AFN,AZN,2022-02-06 09:28:06,10.83
ykmvvtdz-1574-7c14-e46b-55290w09hhcb,PEN,JPY,2022-01-25 17:10:04,21.84
zloctojl-4993-7a27-t54k-93219i86mbie,XAF,UAH,2021-11-18 06:00:08,13.88
frwrmstm-3366-4y49-d53u-85099n87epyp,EUR,IDR,2022-01-10 20:45:24,48.9
oggcawis-8096-2d01-e61u-00646w55vhpa,EUR,CNY,2022-01-07 14:38:15,70.31
jpsbuofx-1427-4a55-p39y-64040s67bjgf,CZK,CAD,2022-02-26 21:18:59,73.0
uppbjeit-6972-0n50-i11r-76720j24laal,CNY,IDR,2022-01-10 18:05:55,39.94
scjvmdgj-8723-0o29-n55w-33563b68yldi,SEK,EUR,2021-09-20 01:57:59,42.15
xingjjpp-5190-0s81-o26b-39693z22tcmp,CNY,CNY,2021-10-29 16:26:23,17.91
xmchoizn-5567-1e43-e52y-96941j58vptr,BOB,EUR,2022-05-08 15:37:06,32.62
svqekccs-5311-9d68-a10k-63729t85lbvp,RUB,CNY,2022-06-21 09:58:28,15.9
atpztbmr-3728-6e68-a68a-79299p57jurg,IDR,CNY,2022-06-27 00:15:37,93.05
cabwtjem-2755-1b79-r39q-25115x80crtu,CNY,IDR,2022-07-07 17:10:00,57.47
eopsfzgx-3140-2l51-c70s-65398v50zsqi,CNY,RUB,2022-01-07 11:57:17,67.43
hfhzitoa-9023-4i24-t30o-75608l55iecg,ZAR,IDR,2022-05-12 10:29:37,5.47
soldxxjz-3623-3x00-b22i-82534d06axyb,MNT,BRL,2021-10-26 03:02:38,49.92
udonkxof-4091-7k91-d85g-34114n98jbcv,EUR,UAH,2022-05-12 06:54:17,54.4
wvlarzbd-7325-8w62-w17r-98949m72yshs,CZK,CDF,2022-05-07 23:19:38,94.23
urtcsxvh-1140-3t92-p08o-11748q74vcdg,SEK,NPR,2022-04-09 23:23:49,42.15
lvlajazx-4120-3w66-k17m-40039c39ropf,PLN,PHP,2022-01-20 23:30:29,4.29
gnqficgf-8079-4o55-q63m-41413n17sqoc,RUB,EUR,2021-09-27 21:40:32,75.82
agmmvjzn-0005-2z12-o64a-65989t43stmf,IDR,XOF,2022-02-28 06:32:38,93.15
bmvrybwu-1499-2a54-z78b-53142l28dquz,ARS,GBP,2022-04-03 21:27:24,81.24
ivlvuhbq-5078-6a84-o68f-68008d04owhi,RUB,IDR,2022-01-23 22:23:27,17.11
zjfnmeky-2731-4l52-o87q-37728p69upqn,EUR,PHP,2022-03-15 03:50:38,4.77
ququqxfe-9663-6p06-b79l-38598z08gxnj,RSD,ISK,2021-11-14 05:30:11,2.78
nyofuacs-9370-9p00-x26r-47630m56yoik,CNY,RUB,2021-12-29 19:42:04,38.72
nnnxfsts-1995-6r31-g66s-11303r82osxe,GEL,CNY,2022-07-11 19:10:55,79.82
bsuketfh-5484-0u97-j36o-47669q32tcsj,CNY,USD,2021-10-07 14:54:58,53.86
zrnpjkyf-1374-7w15-t37f-21965m63abqb,IDR,NGN,2021-11-27 16:00:27,86.87
argayluw-5920-1i83-n29w-56851s13gpxx,VND,EUR,2022-05-16 08:44:29,71.91
dqmrxyoe-2240-0q78-k77t-67908y89qezc,CNY,IDR,2022-04-04 07:57:56,13.32
lznzhgnh-7077-0c57-z82p-76312s24bxka,PLN,PHP,2022-02-22 13:57:50,3.45
syowjtvu-9068-2m10-y71d-57710r73czoe,VND,IRR,2021-08-15 01:01:18,11.62
olnvgmgv-6075-1b33-y26y-82283t11nxho,RUB,COP,2021-08-16 04:01:25,87.28
jfontliv-4794-5m78-x03t-64863n15moww,IDR,USD,2021-09-17 11:21:31,53.96
dwkaohyx-4320-7w98-c96t-51883g04eqlg,USD,EUR,2021-09-10 11:59:14,11.47
abdbfzaa-5680-8c30-n23v-45829c39qyeg,GEL,IDR,2022-04-26 13:17:12,58.5
utdvajha-4841-0q88-g39c-00932i96mlal,COP,CNY,2021-12-13 14:54:07,24.55
byaqsfij-0517-7f65-t84j-85051s09qhlz,THB,CNY,2021-09-29 04:28:31,85.4
yfnmrdau-0764-9o88-b19t-23539d22wbxy,CNY,MUR,2021-11-08 22:51:05,97.8
pmnkhaar-9081-7t54-t49b-57695d22diwf,PHP,BSD,2022-03-09 23:43:28,98.72
gzulsldf-0266-8p71-b23r-28101d43stlj,CNY,NGN,2021-09-01 03:18:15,49.6
qumdilab-8719-3u45-s42v-69045x11ljer,CDF,IDR,2022-04-17 01:40:55,56.56
nvfuthem-6603-1v37-g91d-71055h71cgau,IDR,CNY,2022-01-28 07:48:39,13.71
frnqxhhi-1500-3y34-s88p-01289x55yssx,PHP,JPY,2021-08-03 20:01:59,44.61
bbcflqtt-9017-3e72-i66o-74232k97nqqh,RUB,EUR,2022-02-08 22:18:08,57.0
rmcnzraf-4128-7v79-o03e-08568m89dpjr,THB,JPY,2021-08-17 22:58:08,20.33
pqwmcxnp-4753-1r61-o54b-47145c19iskb,RUB,IDR,2021-08-30 12:16:28,96.77
zgaletgx-6864-6r84-l55m-68391c44avlg,CAD,CAD,2021-09-02 05:11:08,10.03
arekpbdr-9272-7e42-z03o-23423p02ojoo,BRL,NZD,2022-05-27 04:47:14,89.22
dsymmjdf-1342-1x08-d33g-81405t97rkaw,EUR,MAD,2022-03-03 04:09:26,39.95
qwrqjado-6196-9s94-m62z-68047u41noht,ILS,CNY,2022-06-18 11:19:16,20.27
vcaesbac-4689-7i78-c99b-59588r54oppq,SEK,RUB,2022-04-11 22:33:43,76.6
ilgtfrsl-7524-6m21-j73q-69110r84qhyh,PLN,JPY,2021-09-06 02:16:53,56.11
pzsemzeg-2645-9j17-l58s-70983i74fcge,RUB,IQD,2022-04-07 04:22:20,60.88
quckvljz-9634-8e91-k57t-56988d91qwoo,JOD,MNT,2021-10-13 05:08:47,91.0
mhygtaut-4727-4b20-z43j-78262y87dsyf,CAD,BRL,2022-03-01 11:00:46,74.45
hefvovdz-7296-5j66-w78z-42815j39oarp,RUB,KMF,2021-10-31 22:18:04,44.29
ojibdhzm-6114-4z76-n69g-88334f04usbf,CNY,DOP,2022-02-14 00:59:11,52.07
ylxxdiqk-2300-5m60-g32r-28742z08qprg,CNY,MXN,2021-12-08 09:26:17,46.83
missswcc-5772-6j74-i52v-67868g71pqxj,CZK,XOF,2021-09-01 11:15:25,59.67
xrvwdpsl-3556-9g90-y64k-69639p89hqhq,RUB,CNY,2021-10-29 11:37:28,74.04
vqjzesiy-3894-3w77-h21l-60172o81awbw,HTG,CNY,2022-07-03 02:31:57,5.09
txwfoalj-9562-2b07-z58h-03416i83frwh,SEK,EUR,2021-09-14 03:43:42,16.56
rachvhlq-3405-0f54-k59p-33937i06tvrt,CNY,CNY,2021-12-04 21:47:53,46.5
syrvfcss-9953-0q59-l02l-07520s54mjhz,UZS,PHP,2021-09-17 10:45:32,92.71
sbwbjnui-1638-0h55-c52c-67366y22iubl,DOP,CRC,2021-12-08 08:13:02,62.52
nwwsifcp-6189-6a19-n06r-52853f21yadd,CNY,SEK,2022-06-03 09:11:17,34.04
ljvywymf-3459-9u44-q32a-46577v06dpsy,RUB,IDR,2022-01-03 02:00:58,36.6
fjbwzfro-8042-8u60-j96b-41594p07thux,MUR,IDR,2021-07-16 23:38:17,39.13
bsarrjex-1406-5w87-h16c-78823a57rmaj,ALL,IDR,2022-04-07 06:18:05,65.85
mnsubxba-4190-8z25-o18p-91244b27lbyb,HNL,CNY,2022-01-02 01:38:26,74.27
hugzeoxy-7952-9y57-u23d-69516u79daxu,IDR,ILS,2022-05-19 17:05:08,83.46
qclrvyks-0028-2j28-f36n-78150e41xvoq,SEK,UGX,2022-06-25 18:37:24,42.8
kwmjarjl-0573-7a61-v70y-84539e47bfyf,CNY,JPY,2022-02-10 09:42:35,96.45
vxchshcf-8278-2u81-n21n-84818r20xqsm,SLL,CNY,2022-04-14 22:58:05,9.49
eyerlxbz-3923-4d19-y39a-48753r62avri,JOD,RUB,2021-10-28 10:04:01,40.68
fliqmxts-6708-7b34-g31j-81580c18atkb,XOF,IDR,2022-03-29 07:57:08,6.54
pfqbxbmy-2030-6r87-o27o-30417l22ozus,RUB,CLP,2022-03-12 11:06:38,47.47
ixbvadni-8173-6h12-a03d-37221n70atea,CNY,JPY,2021-11-14 19:24:08,66.89
qdayfjni-3064-6i85-b71g-76058c64tnge,MYR,EUR,2021-11-05 17:37:40,96.51
qdcaxqyx-6545-9r04-h89a-04170l42vrxy,EUR,CDF,2022-04-04 01:20:48,3.88
osnyuxrm-8366-6o41-l04z-15687j51ljrz,EUR,HNL,2022-01-16 04:09:18,64.42
vhsmdgeg-7177-5i83-c32a-26899y21cxcu,CLP,IDR,2021-09-02 21:55:12,71.25
tmcjwizp-0681-5e26-n93r-94722i36khij,XAF,EUR,2021-12-11 08:46:23,90.75
iycdrysf-8696-9o91-w09i-93448p31jvfd,IDR,ZAR,2021-08-04 21:02:39,43.01
areiibfq-6202-4q41-d85z-62875f56skkf,EUR,ALL,2021-11-13 22:34:32,76.87
ngnumnlc-3003-6k08-s48j-57756l28lotp,ILS,VEF,2022-06-30 10:31:26,97.03
blrjsaoj-2227-4i56-r90c-41500v25oyav,IDR,EUR,2021-12-31 07:39:10,19.99
sqpmptpj-7790-6l71-z94e-26024v15qntr,CAD,PLN,2021-08-28 18:20:29,50.43
sbxftrbz-5039-9v79-t86w-03032l99wlvi,CNY,MGA,2022-02-05 05:45:42,84.29
iqmpzhwr-6776-0s26-a84b-54690l42jmdo,SEK,BRL,2021-10-08 04:18:50,53.78
ecmffuta-6973-8b75-l91o-18782t69zcck,PHP,CAD,2022-02-15 12:53:13,3.12
jifbygot-2822-7z25-r37u-74036k39pnxr,BRL,RUB,2022-02-19 07:00:44,96.05
jknnnaji-1763-8u69-d26j-05537q20jsbt,TMT,BRL,2021-12-05 19:45:53,53.03
nlqpecss-0932-7r87-i99u-55771u93fhik,IDR,EGP,2022-06-14 00:16:15,34.09
xzittdrn-2577-6v80-c88p-93907k06mhns,EUR,PHP,2021-10-31 17:33:17,76.93
cakgxdwa-7787-9l24-o70p-07279i00mgpn,ZAR,PLN,2021-09-25 19:54:37,94.75
legfgfgj-9738-3o44-i17r-83710k67ysvy,ILS,JPY,2022-07-09 02:16:45,91.91
jmasukhp-3199-4h82-o14h-57917r55xsmv,BRL,BRL,2022-05-05 00:37:47,71.42
pfwpldkl-8268-5c73-v77t-79571m64tsyd,SEK,PHP,2022-04-12 01:04:57,39.45
nvjylzkc-4270-6v27-k74y-56829n96twuu,IDR,IDR,2022-04-05 23:59:59,84.34
mnnzevqn-9472-9f24-c63l-20387v73llko,CZK,NOK,2021-12-28 06:30:45,57.79
avcookhz-2441-5f58-d24o-71067n73jmcf,IDR,USD,2021-09-15 02:04:09,36.25
lwpipehy-6170-5d74-t67n-25815y52jjht,SEK,PHP,2022-05-08 14:05:08,8.68
kbnnybgc-7254-2t51-j83o-49678p64igpx,RUB,KMF,2021-07-18 00:48:44,69.62
jlmnossc-1912-9d43-t93i-06981o57prys,IDR,IDR,2021-07-26 04:43:11,45.52
ijyeufbk-0644-1i79-e12i-96010j81bzsq,EUR,EGP,2021-08-04 23:42:54,94.36
jkwrixbz-7373-1a67-v66z-67850j90grmt,CUP,PHP,2021-11-01 13:16:25,94.41
qykllato-1434-9h01-l46l-81277d11gvws,PHP,RUB,2021-11-23 02:05:53,62.04
vnetwcyl-5837-0h82-k97p-55192v26wtty,USD,NIO,2021-08-30 02:49:44,3.4
brrxwquo-3177-8y69-v97a-78203t03xhkh,HRK,EUR,2021-08-14 15:14:44,45.95
mhrbuyer-7084-3x76-u13i-11735y41xasl,CNY,MYR,2021-09-17 17:20:29,13.39
jtsjdezm-6924-5l49-k81s-39704q75snzh,VND,DOP,2022-03-14 21:15:16,36.52
lbodpwyp-3359-3h19-e02t-15577t15sfih,RSD,CNY,2022-01-05 22:43:40,27.43
zmjalhfq-7727-5o62-q12n-38012g27vjse,RUB,BRL,2021-12-06 00:40:35,14.76
mdmwlubv-8989-8v25-w54j-72115p75lipb,PHP,RUB,2022-06-25 07:28:05,87.26
tlsanlas-7519-9t53-d63o-49423k94jotj,BAM,PHP,2021-12-19 13:32:09,72.22
ewypassd-9620-3l90-v73g-06540f19lofz,CNY,RUB,2021-07-17 23:44:26,28.8
ibrcyrdq-9122-9s17-f26s-72841j62plhu,RUB,RUB,2021-08-22 21:22:09,58.27
mvbgggju-8789-1s83-f44d-24913o82jkiy,RUB,EUR,2021-09-27 04:40:56,23.93
xhmzstqg-7516-7p54-z44x-14187n45zsdi,GTQ,VND,2022-02-08 10:22:47,52.65
skkdsmee-2645-4j28-g51j-92756k77hryt,AMD,THB,2022-02-08 06:31:06,49.19
uwkzvfuq-8908-5d37-l82z-97590b69wlgv,CNY,CZK,2021-10-28 03:13:19,43.49
yllwciph-9455-8f73-p41o-21375c52tuld,BAM,EUR,2022-04-23 13:36:50,11.15
roddgjmq-6311-1e61-v31e-27192s44cpmv,CNY,HRK,2021-08-23 01:29:44,65.92
vkvcsxtp-8177-7p38-h51p-09278m42sbuw,ZAR,IDR,2021-07-30 16:54:46,61.87
qbhmvawb-7077-6m24-v22o-57230i61pzot,CNY,RUB,2021-10-20 19:06:17,55.11
langgvvp-4213-3i08-c01c-42215d61rrxl,JPY,JPY,2022-03-11 17:12:50,30.23
grmoqqkx-6373-1v05-c20y-84001l51myex,EUR,UAH,2021-07-25 16:30:09,56.17
ktdrvxag-9691-6k74-j67o-84064j91ogcs,PLN,BRL,2022-04-27 18:00:03,65.88
nlbedwwb-7498-4v84-i57h-63387x91gfwh,JPY,KPW,2022-04-14 14:11:52,78.81
pvnerzwh-6734-8f05-c87t-87686d86ldkj,AFN,CNY,2022-07-08 08:49:30,25.95
wqauuocx-0570-5r59-s20j-62339m82rdps,JPY,UAH,2022-01-14 10:47:58,58.84
krrkedpo-9808-8v27-a54j-58845b75dvci,CAD,CNY,2022-06-08 08:59:48,20.8
vryvfqvi-8448-7c14-j81v-26344f93wckx,BRL,MXN,2021-07-22 22:14:16,34.78
jdlztngc-7474-5r29-f30x-99208p98ncpi,IDR,CNY,2022-04-04 19:50:17,34.47
nsuiygiz-9099-4l76-p42t-19144r98wmjd,CNY,CZK,2022-03-29 05:56:05,41.11
zynrjpsy-8419-1j20-x20w-68037q42roqr,CNY,CAD,2021-10-30 04:46:39,61.96
fwpvlxwk-1857-4n51-r23h-42090f23ughn,SEK,CNY,2022-05-23 05:23:48,85.73
chaenhzl-8964-4t22-j68e-25680a79enwt,IDR,CNY,2021-09-13 13:22:02,56.18
arjxorap-9273-5f50-j21a-45147o48vymz,TZS,CNY,2021-12-10 00:32:50,81.45
ckwfnkkb-4043-6l12-u81m-32686s70hahr,CNY,PEN,2022-07-11 14:36:56,27.07
tcivybct-6978-0n02-i39i-27249r81ipxv,NOK,XOF,2021-10-08 23:46:03,87.22
znxzuzwd-9889-5k23-z26u-54561h84yesc,PHP,MXN,2022-04-19 07:15:03,8.54
hreernoa-3381-6o80-f59d-93706p77asfw,COP,CNY,2022-02-09 10:27:21,62.19
kuudgfda-8544-3i71-p90p-05086x17yqwd,RUB,IDR,2021-09-01 05:20:58,33.6
dqnnpwdm-6438-1w89-f30r-16180a13jfjv,PLN,PHP,2022-05-04 08:24:44,35.56
juxxypfk-3688-7g71-e71v-87958p32vkll,PEN,PLN,2021-09-07 08:38:15,2.77
oeexqfxc-5755-0z62-k57o-98687w04ofqi,IDR,BRL,2021-08-19 04:54:50,91.51
pgtwptbr-4781-7v34-t45l-22745i70lhfw,UAH,EUR,2022-02-17 12:45:18,90.29
qtkausxp-8120-5l69-b44r-91855o91exxy,BRL,CNY,2021-08-22 22:36:46,39.36
sasylbao-8211-9d70-d05s-17754r10xeuq,PEN,PHP,2022-01-11 15:18:30,8.15
npeasiva-5177-0b25-t89c-10734b80lyag,EUR,EUR,2022-01-19 17:18:51,86.82
nrumpslb-7988-9d46-j46l-17197r69shee,PHP,CNY,2021-09-13 02:12:40,81.29
smshmsuy-3766-0s75-k29p-01450i42mzfx,THB,CNY,2021-11-11 22:30:53,7.94
owfgoeay-1270-8u62-e22w-80504c70gksb,IDR,RUB,2022-06-01 22:02:20,16.34
egdpblex-6794-0v18-s77q-86445b82jsdm,THB,RSD,2022-07-11 04:20:57,44.2
dcdrlvez-0976-1f72-m81l-46843n97ikua,RUB,TRY,2022-04-19 15:50:04,37.36
ijmquflu-6671-3e55-q04u-60254w35tunj,NGN,SLL,2021-07-30 08:21:51,61.87
thamsxnv-0258-0t86-s64u-26793j89zmsa,IDR,PLN,2021-09-02 06:16:24,56.71
ozctbcaf-9795-9m66-h05a-54343q72ynwc,IDR,EUR,2022-02-09 17:24:10,72.91
ibjazfsv-0178-6m95-u29n-92119l97jxrw,RUB,BGN,2021-12-13 08:48:49,17.91
bhhefcpx-2921-7x47-e20d-90098q90ifys,SYP,COP,2022-03-26 21:26:18,93.24
xmswzjle-9330-0x46-i57r-14834j97sgyv,EUR,IRR,2022-05-26 19:06:48,4.03
ktvdqgfz-0747-5f60-x86e-05948z83mlei,BRL,PEN,2022-01-12 17:05:26,50.65
pivyhomw-8393-9h34-f86r-58711y97ucaz,EUR,CNY,2021-08-24 18:44:23,97.06
xfjrebtf-1076-6y38-i67g-47397j72odit,NIO,PLN,2022-04-22 11:27:11,74.08
fwqcwtmt-8093-3k71-s63x-41025u25agps,EUR,IDR,2021-07-20 23:25:50,88.76
urqnnidg-7169-3a80-g95m-43911z75adpv,EGP,CNY,2022-06-27 22:11:55,86.99
dhyhiuir-2734-4c26-w85g-75850u84labe,ARS,IDR,2022-01-12 12:57:15,26.12
onnceuum-4868-8h36-w98o-43112v14chwc,PEN,AFN,2022-03-04 07:31:17,70.96
lrccmyho-4101-0y97-e68f-55955q65aqip,PHP,IDR,2021-07-22 01:36:41,43.25
dvmpxtxh-8510-3r36-f84g-14385i87esnh,TND,IDR,2022-05-22 15:30:42,98.05
vyrmjbuz-2637-0d72-m41n-49955s10ybtm,RUB,IDR,2022-05-23 15:47:27,71.5
aidtfuzj-2451-1u31-s52a-30107u81bqym,CNY,PHP,2021-09-24 08:12:07,12.67
gczlklus-1335-5z29-r85y-75498k37kqjk,RSD,PLN,2022-06-14 02:20:48,76.13
skwjrzxe-8031-6p31-u96z-94870j43bbms,CNY,CZK,2022-06-18 03:58:02,40.41
ockbmirt-0260-6r11-v47o-63104x76pazz,JMD,EUR,2022-06-05 03:25:03,15.18
evpfntsj-5797-5c66-r57m-90849s96vqwr,EUR,IDR,2022-06-05 10:58:05,40.45
esfstxke-4501-9m02-f64c-43670t44enye,PHP,LYD,2022-04-19 18:10:41,65.65
zwgjfdiq-4662-0j11-n36d-22581y32eajq,IDR,BIF,2022-04-13 23:57:33,28.4
wjohitos-4656-8x41-i89f-19005y86ghhp,COP,TND,2021-09-11 00:43:11,64.95
kaoapogd-7773-4i61-p81u-72869n43bgbx,EUR,RUB,2021-08-02 15:43:21,61.0
itscmlfl-4896-6s02-e35g-05318f71msgl,EUR,AUD,2021-10-26 21:44:56,8.58
nuddxmio-7765-9r51-b54e-66605l77rsca,RUB,RUB,2021-10-18 02:34:30,20.89
qcpuvtsb-8427-4r17-s06b-21379b23nsif,EUR,ZAR,2022-06-23 22:51:53,4.26
lyndeuom-7487-2d60-a14p-48591i80hkdl,AZN,AUD,2022-01-11 20:57:19,6.34
nexvrsce-0710-2i87-u47y-76111c76nzsp,IDR,EUR,2022-02-02 00:47:34,53.95
wvhuxbxz-7461-6n19-u76c-66964e38rhyr,EUR,USD,2022-04-29 23:41:09,70.49
ndrybevw-2390-0v05-q24m-01752y69dini,BRL,IDR,2022-03-03 06:35:01,48.3
prrbnybp-2838-4o91-v28h-27180m00fsup,RUB,VND,2021-11-20 00:07:19,40.77
gfidymej-9930-1y82-j62o-40413t67ykpy,CNY,EUR,2022-04-21 08:08:50,43.72
iygxyyqk-7545-4a05-i47p-55083n19jdez,PHP,THB,2021-08-30 17:31:30,69.01
jrkrfyab-5510-8b27-s02b-36495h65bmnk,CNY,EUR,2021-12-11 11:48:20,86.9
thomttdv-7381-0w89-m65q-51614l21zaiw,RUB,CNY,2021-12-28 16:25:09,54.3
rifryhgp-8148-5t91-c11g-16570p53xrlw,CNY,MXN,2022-01-05 13:45:10,7.65
xpxozgvm-8386-5e38-u92w-16475t26wdpd,EUR,UAH,2022-04-07 14:34:53,82.62
mqyvmcgh-4958-1a93-h16b-94800y07bjmx,PLN,PLN,2021-12-13 18:51:33,81.25
kdvyxfwj-8200-6w69-f80k-17608y72vpwd,EUR,USD,2021-08-23 07:50:20,59.13
cctbkmok-8805-3g79-j18j-60589v34abfr,XAF,NOK,2021-11-21 23:41:49,21.86
auqhxrdj-7840-8x95-x83p-64823u10viix,BZD,PHP,2022-02-17 08:45:39,95.37
ikmupjgj-1257-3j96-x91p-97777h03rimm,EUR,RUB,2021-09-16 08:25:43,74.65
grivadsz-2039-8b39-f49s-72906b28zyqo,EUR,ILS,2022-07-05 11:12:16,63.92
qreenibz-3399-4k68-b98h-36519k64rwhz,RUB,CNY,2022-06-11 13:26:48,28.58
